Especie;Categoria_Ameaca;Legislacao
Mimosa bracteolaris;VU;Portaria MMA N. 148/2022
Mimosa callidryas;EN;Portaria MMA N. 148/2022
Mimosa catharinensis;EN;Portaria MMA N. 148/2022
Mimosa chrysastra;CR;Portaria MMA N. 148/2022
Mimosa decorticans;EN;Portaria MMA N. 148/2022
Mimosa dominarum;EN;Portaria MMA N. 148/2022
Mimosa emaensis;VU;Portaria MMA N. 148/2022
Mimosa ernestii;CR;Portaria MMA N. 148/2022
Mimosa glazioui;CR;Portaria MMA N. 148/2022
Mimosa hatschbachii;EN;Portaria MMA N. 148/2022
Mimosa heringeri;EN;Portaria MMA N. 148/2022
Mimosa involucrata;EN;Portaria MMA N. 148/2022
Mimosa itatiaiensis;EN;Portaria MMA N. 148/2022
Mimosa kuhnisteroides;EN;Portaria MMA N. 148/2022
Mimosa leprosa;EN;Portaria MMA N. 148/2022
Mimosa lithoreas;EN;Portaria MMA N. 148/2022
Mimosa macedoana;EN;Portaria MMA N. 148/2022
Mimosa mensicola;EN;Portaria MMA N. 148/2022
Mimosa montis-carasae;EN;Portaria MMA N. 148/2022
Mimosa myuros;EN;Portaria MMA N. 148/2022
Mimosa neonitens;EN;Portaria MMA N. 148/2022
Mimosa osmarii;VU;Portaria MMA N. 148/2022
Mimosa paucifolia;VU;Portaria MMA N. 148/2022
Mimosa perplicata;CR;Portaria MMA N. 148/2022
Mimosa psittacina;EN;Portaria MMA N. 148/2022
Mimosa regina;EN;Portaria MMA N. 148/2022
Mimosa rheiptera;EN;Portaria MMA N. 148/2022
Mimosa sevilhae;EN;Portaria MMA N. 148/2022
Mimosa skinneri var. carajarum;CR;Portaria MMA N. 148/2022
Mimosa sobralii;EN;Portaria MMA N. 148/2022
Mimosa strobiliflora;CR;Portaria MMA N. 148/2022
Mimosa suburbana;CR;Portaria MMA N. 148/2022
Mimosa thomista;EN;Portaria MMA N. 148/2022
Mimosa uniceps;EN;Portaria MMA N. 148/2022
Mimosa urticaria;EN;Portaria MMA N. 148/2022
Moldenhawera blanchetiana;VU;Portaria MMA N. 148/2022
Moldenhawera longipedicellata;EN;Portaria MMA N. 148/2022
Moldenhawera luschnathiana;VU;Portaria MMA N. 148/2022
Moldenhawera nutans;EN;Portaria MMA N. 148/2022
Moldenhawera papillanthera;VU;Portaria MMA N. 148/2022
Moldenhawera polysperma;VU;Portaria MMA N. 148/2022
Muellera fernandesii;VU;Portaria MMA N. 148/2022
Muellera filipes;VU;Portaria MMA N. 148/2022
Muellera graciliflora;CR;Portaria MMA N. 148/2022
Muellera grazielae;EN;Portaria MMA N. 148/2022
Muellera laticifera;EN;Portaria MMA N. 148/2022
Muellera nitens;EN;Portaria MMA N. 148/2022
Muellera torrensis;EN;Portaria MMA N. 148/2022
Muellera tozziana;EN;Portaria MMA N. 148/2022
Muellera variabilis;EN;Portaria MMA N. 148/2022
Muellera virgilioides;VU;Portaria MMA N. 148/2022
Myrocarpus leprosus;CR;Portaria MMA N. 148/2022
Neptunia pubescens;VU;Portaria MMA N. 148/2022
Ormosia altimontana;EN;Portaria MMA N. 148/2022
Ormosia lewisii;EN;Portaria MMA N. 148/2022
Ormosia limae;EN;Portaria MMA N. 148/2022
Ormosia minor;VU;Portaria MMA N. 148/2022
Ormosia ruddiana;EN;Portaria MMA N. 148/2022
Ormosia timboensis;CR;Portaria MMA N. 148/2022
Paloue induta;EN;Portaria MMA N. 148/2022
Paramachaerium krukovii;CR;Portaria MMA N. 148/2022
Parapiptadenia ilheusana;CR;Portaria MMA N. 148/2022
Parasenegalia miersii;EN;Portaria MMA N. 148/2022
Parkia bahiae;EN;Portaria MMA N. 148/2022
Paubrasilia echinata;EN;Portaria MMA N. 148/2022
Peltogyne altissima;EN;Portaria MMA N. 148/2022
Peltogyne chrysopis;EN;Portaria MMA N. 148/2022
Peltogyne discolor;VU;Portaria MMA N. 148/2022
Peltogyne excelsa;VU;Portaria MMA N. 148/2022
Peltogyne gracilipes;EN;Portaria MMA N. 148/2022
Peltogyne maranhensis;VU;Portaria MMA N. 148/2022
Peltogyne mattosiana;EN;Portaria MMA N. 148/2022
Peltogyne paradoxa;VU;Portaria MMA N. 148/2022
Platymiscium speciosum;EN;Portaria MMA N. 148/2022
Poecilanthe fluminensis;VU;Portaria MMA N. 148/2022
Poecilanthe itapuana;VU;Portaria MMA N. 148/2022
Pterocarpus monophyllus;EN;Portaria MMA N. 148/2022
Pterodon apparicioi;EN;Portaria MMA N. 148/2022
Sellocharis paradoxa;VU;Portaria MMA N. 148/2022
Senegalia cearensis;VU;Portaria MMA N. 148/2022
Senegalia mikanii;EN;Portaria MMA N. 148/2022
Senegalia ricoae;CR;Portaria MMA N. 148/2022
Senna formosa;VU;Portaria MMA N. 148/2022
Staminodianthus rosae;VU;Portaria MMA N. 148/2022
Swartzia alagoensis;EN;Portaria MMA N. 148/2022
Swartzia alternifoliolata;EN;Portaria MMA N. 148/2022
Swartzia arenophila;EN;Portaria MMA N. 148/2022
Swartzia bahiensis;VU;Portaria MMA N. 148/2022
Swartzia dipetala;VU;Portaria MMA N. 148/2022
Swartzia discocarpa;EN;Portaria MMA N. 148/2022
Swartzia euxylophora;EN;Portaria MMA N. 148/2022
Swartzia glazioviana;VU;Portaria MMA N. 148/2022
Swartzia hilaireana;VU;Portaria MMA N. 148/2022
Swartzia ingens;VU;Portaria MMA N. 148/2022
Swartzia krukovii;EN;Portaria MMA N. 148/2022
Swartzia lamellata;VU;Portaria MMA N. 148/2022
Swartzia lanata;EN;Portaria MMA N. 148/2022
Swartzia linharensis;EN;Portaria MMA N. 148/2022
Swartzia micrantha;EN;Portaria MMA N. 148/2022
Swartzia pinheiroana;EN;Portaria MMA N. 148/2022
Swartzia prolata;EN;Portaria MMA N. 148/2022
Swartzia revoluta;EN;Portaria MMA N. 148/2022
Swartzia riedelii;VU;Portaria MMA N. 148/2022
Swartzia rugosa;VU;Portaria MMA N. 148/2022
Swartzia submontana;CR;Portaria MMA N. 148/2022
Swartzia thomasii;EN;Portaria MMA N. 148/2022
Tabaroa caatingicola;VU;Portaria MMA N. 148/2022
Tachigali acrensis;CR;Portaria MMA N. 148/2022
Tachigali beaurepairei;EN;Portaria MMA N. 148/2022
Tachigali candelabrum;EN;Portaria MMA N. 148/2022
Tachigali denudata;EN;Portaria MMA N. 148/2022
Tachigali duckei;EN;Portaria MMA N. 148/2022
Tachigali prancei;EN;Portaria MMA N. 148/2022
Tachigali spathulipetala;EN;Portaria MMA N. 148/2022
Trischidium limae;EN;Portaria MMA N. 148/2022
Vicia pampicola;CR;Portaria MMA N. 148/2022
Vouacapoua americana;EN;Portaria MMA N. 148/2022
Zollernia cowanii;CR;Portaria MMA N. 148/2022
Zollernia glaziovii;EN;Portaria MMA N. 148/2022
Zollernia magnifica;EN;Portaria MMA N. 148/2022
Mostuea muricata;VU;Portaria MMA N. 148/2022
Aripuana cullmaniorum;EN;Portaria MMA N. 148/2022
Macrocarpaea atlantica;CR;Portaria MMA N. 148/2022
Macrocarpaea dolichophylla;CR;Portaria MMA N. 148/2022
Prepusa alata;CR;Portaria MMA N. 148/2022
Prepusa connata;CR;Portaria MMA N. 148/2022
Prepusa hookeriana;EN;Portaria MMA N. 148/2022
Prepusa viridiflora;EN;Portaria MMA N. 148/2022
Senaea coerulea;EN;Portaria MMA N. 148/2022
Senaea janeirensis;CR;Portaria MMA N. 148/2022
Zygostigma australe;EN;Portaria MMA N. 148/2022
Besleria fluminensis;EN;Portaria MMA N. 148/2022
Besleria macahensis;EN;Portaria MMA N. 148/2022
Besleria melancholica;VU;Portaria MMA N. 148/2022
Codonanthe carnosa;VU;Portaria MMA N. 148/2022
Codonanthe venosa;VU;Portaria MMA N. 148/2022
Goyazia petraea;EN;Portaria MMA N. 148/2022
Nematanthus monanthos;EN;Portaria MMA N. 148/2022
Nematanthus pycnophyllus;EN;Portaria MMA N. 148/2022
Nematanthus serpens;EN;Portaria MMA N. 148/2022
Paliavana werdermannii;VU;Portaria MMA N. 148/2022
Sinningia aghensis;EN;Portaria MMA N. 148/2022
Sinningia araneosa;VU;Portaria MMA N. 148/2022
Sinningia bulbosa;EN;Portaria MMA N. 148/2022
Sinningia carangolensis;EN;Portaria MMA N. 148/2022
Sinningia cardinalis;EN;Portaria MMA N. 148/2022
Sinningia cochlearis;CR;Portaria MMA N. 148/2022
Sinningia defoliata;VU;Portaria MMA N. 148/2022
Sinningia gesneriifolia;CR;Portaria MMA N. 148/2022
Sinningia glazioviana;CR;Portaria MMA N. 148/2022
Sinningia guttata;EN;Portaria MMA N. 148/2022
Sinningia harleyi;EN;Portaria MMA N. 148/2022
Sinningia hatschbachii;EN;Portaria MMA N. 148/2022
Sinningia helleri;CR;Portaria MMA N. 148/2022
Sinningia hirsuta;EN;Portaria MMA N. 148/2022
Sinningia iarae;EN;Portaria MMA N. 148/2022
Sinningia insularis;EN;Portaria MMA N. 148/2022
Sinningia kautskyi;VU;Portaria MMA N. 148/2022
Sinningia lateritia;EN;Portaria MMA N. 148/2022
Sinningia lindleyi;EN;Portaria MMA N. 148/2022
Sinningia lineata;EN;Portaria MMA N. 148/2022
Sinningia micans;EN;Portaria MMA N. 148/2022
Sinningia muscicola;CR;Portaria MMA N. 148/2022
Sinningia piresiana;EN;Portaria MMA N. 148/2022
Sinningia pusilla;EN;Portaria MMA N. 148/2022
Sinningia rupicola;EN;Portaria MMA N. 148/2022
Sinningia striata;VU;Portaria MMA N. 148/2022
Sinningia tuberosa;VU;Portaria MMA N. 148/2022
Sinningia valsuganensis;EN;Portaria MMA N. 148/2022
Sinningia velutina;VU;Portaria MMA N. 148/2022
Sinningia villosa;EN;Portaria MMA N. 148/2022
Sphaerorrhiza burchellii;EN;Portaria MMA N. 148/2022
Vanhouttea fruticulosa;EN;Portaria MMA N. 148/2022
Vanhouttea gardneri;EN;Portaria MMA N. 148/2022
Vanhouttea lanata;EN;Portaria MMA N. 148/2022
Vanhouttea leonii;EN;Portaria MMA N. 148/2022
Vanhouttea pendula;EN;Portaria MMA N. 148/2022
Gunnera herteri;EN;Portaria MMA N. 148/2022
Braunia plicata;VU;Portaria MMA N. 148/2022
Humiriastrum mussunungense;VU;Portaria MMA N. 148/2022
Humiriastrum spiritu-sancti;EN;Portaria MMA N. 148/2022
Hylocarpa heterocarpa;VU;Portaria MMA N. 148/2022
Hypericum mutilum;VU;Portaria MMA N. 148/2022
Vismia parviflora;EN;Portaria MMA N. 148/2022
Neomarica itatiaica;CR;Portaria MMA N. 148/2022
Neomarica northiana;EN;Portaria MMA N. 148/2022
Pseudotrimezia brevistamina;CR;Portaria MMA N. 148/2022
Pseudotrimezia concava;CR;Portaria MMA N. 148/2022
Pseudotrimezia elegans;CR;Portaria MMA N. 148/2022
Pseudotrimezia fistulosa;EN;Portaria MMA N. 148/2022
Pseudotrimezia plicatifolia;EN;Portaria MMA N. 148/2022
Pseudotrimezia subtilis;CR;Portaria MMA N. 148/2022
Pseudotrimezia synandra;EN;Portaria MMA N. 148/2022
Pseudotrimezia tenuissima;EN;Portaria MMA N. 148/2022
Trimezia exillima;EN;Portaria MMA N. 148/2022
Isoetes bradei;EN;Portaria MMA N. 148/2022
Isoetes luetzelburgii;EN;Portaria MMA N. 148/2022
Isoetes ulei;CR;Portaria MMA N. 148/2022
Jungermannia decolor;EN;Portaria MMA N. 148/2022
Cunila incana;EN;Portaria MMA N. 148/2022
Cyanocephalus apertiflorus;VU;Portaria MMA N. 148/2022
Cyanocephalus caprariifolius;EN;Portaria MMA N. 148/2022
Cyanocephalus delicatulus;EN;Portaria MMA N. 148/2022
Cyanocephalus digitatus;EN;Portaria MMA N. 148/2022
Cyanocephalus tagetifolius;EN;Portaria MMA N. 148/2022
Cyanocephalus viaticus;EN;Portaria MMA N. 148/2022
Eriope anamariae;EN;Portaria MMA N. 148/2022
Eriope blanchetii;VU;Portaria MMA N. 148/2022
Eriope cristalinae;CR;Portaria MMA N. 148/2022
Eriope luetzelburgii;VU;Portaria MMA N. 148/2022
Eriope machrisae;EN;Portaria MMA N. 148/2022
Eriope obovata var. gracilis;EN;Portaria MMA N. 148/2022
Hesperozygis ringens;VU;Portaria MMA N. 148/2022
Hypenia aristulata;CR;Portaria MMA N. 148/2022
Hypenia crispata;EN;Portaria MMA N. 148/2022
Hypenia micrantha;EN;Portaria MMA N. 148/2022
Hypenia subrosea;EN;Portaria MMA N. 148/2022
Hyptidendron claussenii;EN;Portaria MMA N. 148/2022
Hyptidendron conspersum;EN;Portaria MMA N. 148/2022
Hyptidendron leucophyllum;VU;Portaria MMA N. 148/2022
Hyptidendron roseum;CR;Portaria MMA N. 148/2022
Hyptis alpestris;EN;Portaria MMA N. 148/2022
Hyptis angustifolia;EN;Portaria MMA N. 148/2022
Hyptis arenaria;VU;Portaria MMA N. 148/2022
Hyptis bahiensis;EN;Portaria MMA N. 148/2022
Hyptis colligata;EN;Portaria MMA N. 148/2022
Hyptis cruciformis;EN;Portaria MMA N. 148/2022
Hyptis frondosa;VU;Portaria MMA N. 148/2022
Hyptis hamatidens;VU;Portaria MMA N. 148/2022
Hyptis imbricatiformis;EN;Portaria MMA N. 148/2022
Hyptis penaeoides;EN;Portaria MMA N. 148/2022
Hyptis rhypidiophylla;EN;Portaria MMA N. 148/2022
Leptohyptis pinheiroi;EN;Portaria MMA N. 148/2022
Martianthus sancti-gabrielii;EN;Portaria MMA N. 148/2022
Medusantha carvalhoi;VU;Portaria MMA N. 148/2022
Oocephalus piranii;EN;Portaria MMA N. 148/2022
Salvia benthamiana;EN;Portaria MMA N. 148/2022
Salvia longibracteolata;CR;Portaria MMA N. 148/2022
Salvia rivularis;VU;Portaria MMA N. 148/2022
Vitex hypoleuca;EN;Portaria MMA N. 148/2022
Vitex martii;VU;Portaria MMA N. 148/2022
Vitex snethlagiana;CR;Portaria MMA N. 148/2022
Vitex vauthieri;EN;Portaria MMA N. 148/2022
Aiouea bracteata;EN;Portaria MMA N. 148/2022
Aniba ferrea;EN;Portaria MMA N. 148/2022
Aniba rosiodora;EN;Portaria MMA N. 148/2022
Aniba santalodora;EN;Portaria MMA N. 148/2022
Beilschmiedia angustifolia;EN;Portaria MMA N. 148/2022
Beilschmiedia fluminensis;EN;Portaria MMA N. 148/2022
Beilschmiedia rigida;EN;Portaria MMA N. 148/2022
Beilschmiedia vestita;CR;Portaria MMA N. 148/2022
Cinnamomum erythropus;EN;Portaria MMA N. 148/2022
Cinnamomum hatschbachii;EN;Portaria MMA N. 148/2022
Cinnamomum quadrangulum;VU;Portaria MMA N. 148/2022
Cryptocarya botelhensis;EN;Portaria MMA N. 148/2022
Cryptocarya citriformis;EN;Portaria MMA N. 148/2022
Cryptocarya sellowiana;CR;Portaria MMA N. 148/2022
Cryptocarya velloziana;EN;Portaria MMA N. 148/2022
Cryptocarya wiedensis;CR;Portaria MMA N. 148/2022
Dicypellium caryophyllaceum;CR;Portaria MMA N. 148/2022
Dicypellium manausense;CR;Portaria MMA N. 148/2022
Endlicheria coriacea;EN;Portaria MMA N. 148/2022
Endlicheria lhotzkyi;VU;Portaria MMA N. 148/2022
Mezilaurus decurrens;EN;Portaria MMA N. 148/2022
Mezilaurus duckei;EN;Portaria MMA N. 148/2022
Mezilaurus glabriantha;CR;Portaria MMA N. 148/2022
Mezilaurus itauba;VU;Portaria MMA N. 148/2022
Mezilaurus micrantha;EN;Portaria MMA N. 148/2022
Mezilaurus microphylla;CR;Portaria MMA N. 148/2022
Mezilaurus navalium;CR;Portaria MMA N. 148/2022
Mezilaurus vanderwerffii;VU;Portaria MMA N. 148/2022
Nectandra barbellata;EN;Portaria MMA N. 148/2022
Nectandra grisea;VU;Portaria MMA N. 148/2022
Nectandra paranaensis;EN;Portaria MMA N. 148/2022
Ocotea adamantina;EN;Portaria MMA N. 148/2022
Ocotea arenicola;VU;Portaria MMA N. 148/2022
Ocotea basicordatifolia;EN;Portaria MMA N. 148/2022
Ocotea beulahiae;VU;Portaria MMA N. 148/2022
Ocotea beyrichii;VU;Portaria MMA N. 148/2022
Ocotea bragai;EN;Portaria MMA N. 148/2022
Ocotea calliscypha;EN;Portaria MMA N. 148/2022
Ocotea catharinensis;VU;Portaria MMA N. 148/2022
Ocotea ciliata;EN;Portaria MMA N. 148/2022
Ocotea citrosmoides;VU;Portaria MMA N. 148/2022
Ocotea cryptocarpa;EN;Portaria MMA N. 148/2022
Ocotea douradensis;EN;Portaria MMA N. 148/2022
Ocotea duplocolorata;CR;Portaria MMA N. 148/2022
Ocotea estrellensis;EN;Portaria MMA N. 148/2022
Ocotea felix;EN;Portaria MMA N. 148/2022
Ocotea fragrantissima;EN;Portaria MMA N. 148/2022
Ocotea grandifructa;CR;Portaria MMA N. 148/2022
Ocotea hypoglauca;CR;Portaria MMA N. 148/2022
Ocotea itatiaiae;EN;Portaria MMA N. 148/2022
Ocotea kostermanniana;EN;Portaria MMA N. 148/2022
Ocotea marcescens;EN;Portaria MMA N. 148/2022
Ocotea marumbiensis;EN;Portaria MMA N. 148/2022
Ocotea mosenii;VU;Portaria MMA N. 148/2022
Ocotea odorata;EN;Portaria MMA N. 148/2022
Ocotea odorifera;EN;Portaria MMA N. 148/2022
Ocotea paranaensis;EN;Portaria MMA N. 148/2022
Ocotea pluridomatiata;EN;Portaria MMA N. 148/2022
Ocotea porosa;EN;Portaria MMA N. 148/2022
Ocotea ramosissima;EN;Portaria MMA N. 148/2022
Ocotea revolutifolia;EN;Portaria MMA N. 148/2022
Ocotea rohweri;EN;Portaria MMA N. 148/2022
Ocotea schwackeana;EN;Portaria MMA N. 148/2022
Ocotea serrana;EN;Portaria MMA N. 148/2022
Ocotea sperata;CR;Portaria MMA N. 148/2022
Ocotea sulcata;VU;Portaria MMA N. 148/2022
Ocotea tabacifolia;EN;Portaria MMA N. 148/2022
Ocotea thinicola;CR;Portaria MMA N. 148/2022
Ocotea vegrandis;VU;Portaria MMA N. 148/2022
Ocotea virgultosa;EN;Portaria MMA N. 148/2022
Persea fusca;EN;Portaria MMA N. 148/2022
Persea glabra;EN;Portaria MMA N. 148/2022
Persea microphylla;VU;Portaria MMA N. 148/2022
Persea obovata;CR;Portaria MMA N. 148/2022
Persea pedunculosa;EN;Portaria MMA N. 148/2022
Pleurothyrium amplifolium;CR;Portaria MMA N. 148/2022
Pleurothyrium prancei;VU;Portaria MMA N. 148/2022
Rhodostemonodaphne anomala;EN;Portaria MMA N. 148/2022
Rhodostemonodaphne capixabensis;EN;Portaria MMA N. 148/2022
Rhodostemonodaphne parvifolia;VU;Portaria MMA N. 148/2022
Rhodostemonodaphne recurva;VU;Portaria MMA N. 148/2022
Urbanodendron bahiense;EN;Portaria MMA N. 148/2022
Williamodendron cinnamomeum;CR;Portaria MMA N. 148/2022
Bertholletia excelsa;VU;Portaria MMA N. 148/2022
Cariniana ianeirensis;EN;Portaria MMA N. 148/2022
Cariniana legalis;EN;Portaria MMA N. 148/2022
Cariniana parvifolia;EN;Portaria MMA N. 148/2022
Couratari asterotricha;EN;Portaria MMA N. 148/2022
Couratari pyramidata;EN;Portaria MMA N. 148/2022
Eschweilera alvimii;EN;Portaria MMA N. 148/2022
Eschweilera complanata;EN;Portaria MMA N. 148/2022
Eschweilera compressa;EN;Portaria MMA N. 148/2022
Eschweilera mattos-silvae;VU;Portaria MMA N. 148/2022
Eschweilera rankiniae;EN;Portaria MMA N. 148/2022
Eschweilera romeu-cardosoi;EN;Portaria MMA N. 148/2022
Eschweilera sphaerocarpa;CR;Portaria MMA N. 148/2022
Eschweilera subcordata;CR;Portaria MMA N. 148/2022
Eschweilera tetrapetala;EN;Portaria MMA N. 148/2022
Gustavia longifolia;EN;Portaria MMA N. 148/2022
Lecythis schwackei;CR;Portaria MMA N. 148/2022
Blepharolejeunea securifolia;EN;Portaria MMA N. 148/2022
Bromeliophila natans;EN;Portaria MMA N. 148/2022
Drepanolejeunea aculeata;EN;Portaria MMA N. 148/2022
Myriocoleopsis fluviatilis;VU;Portaria MMA N. 148/2022
Genlisea lobata;EN;Portaria MMA N. 148/2022
Utricularia geminiloba;VU;Portaria MMA N. 148/2022
Utricularia tridentata;VU;Portaria MMA N. 148/2022
Paracromastigum dusenii;EN;Portaria MMA N. 148/2022
Linum smithii;EN;Portaria MMA N. 148/2022
Aosa uleana;CR;Portaria MMA N. 148/2022
Spigelia amplexicaulis;EN;Portaria MMA N. 148/2022
Spigelia cipoensis;CR;Portaria MMA N. 148/2022
Spigelia flava;VU;Portaria MMA N. 148/2022
Spigelia kuhlmannii;EN;Portaria MMA N. 148/2022
Spigelia lundiana;EN;Portaria MMA N. 148/2022
Spigelia vestita;EN;Portaria MMA N. 148/2022
Strychnos dantaensis;CR;Portaria MMA N. 148/2022
Strychnos jacarepiensis;CR;Portaria MMA N. 148/2022
Diphasium jussiaei;EN;Portaria MMA N. 148/2022
Palhinhaea bradei;EN;Portaria MMA N. 148/2022
Phlegmariurus aqualupianus;EN;Portaria MMA N. 148/2022
Phlegmariurus christii;EN;Portaria MMA N. 148/2022
Phlegmariurus hemleri;CR;Portaria MMA N. 148/2022
Phlegmariurus itambensis;EN;Portaria MMA N. 148/2022
Phlegmariurus martii;EN;Portaria MMA N. 148/2022
Phlegmariurus mollicomus;EN;Portaria MMA N. 148/2022
Phlegmariurus mooreanus;EN;Portaria MMA N. 148/2022
Phlegmariurus nudus;EN;Portaria MMA N. 148/2022
Phlegmariurus regnellii;CR;Portaria MMA N. 148/2022
Phlegmariurus ruber;CR;Portaria MMA N. 148/2022
Phlegmariurus sellowianus;VU;Portaria MMA N. 148/2022
Phlegmariurus taxifolius;EN;Portaria MMA N. 148/2022
Phlegmariurus treitubensis;CR;Portaria MMA N. 148/2022
Cuphea adenophylla;CR;Portaria MMA N. 148/2022
Cuphea arenarioides;VU;Portaria MMA N. 148/2022
Cuphea bahiensis;EN;Portaria MMA N. 148/2022
Cuphea cipoensis;EN;Portaria MMA N. 148/2022
Cuphea cuiabensis;EN;Portaria MMA N. 148/2022
Cuphea glaziovii;EN;Portaria MMA N. 148/2022
Cuphea lindmaniana;EN;Portaria MMA N. 148/2022
Cuphea rubrovirens;CR;Portaria MMA N. 148/2022
Cuphea teleandra;CR;Portaria MMA N. 148/2022
Diplusodon aggregatifolius;EN;Portaria MMA N. 148/2022
Diplusodon argyrophyllus;CR;Portaria MMA N. 148/2022
Diplusodon ericoides;CR;Portaria MMA N. 148/2022
Diplusodon glaziovii;CR;Portaria MMA N. 148/2022
Diplusodon gracilis;CR;Portaria MMA N. 148/2022
Diplusodon hatschbachii;VU;Portaria MMA N. 148/2022
Diplusodon minasensis;EN;Portaria MMA N. 148/2022
Diplusodon orbicularis;VU;Portaria MMA N. 148/2022
Diplusodon ovatus;EN;Portaria MMA N. 148/2022
Diplusodon panniculatus;CR;Portaria MMA N. 148/2022
Diplusodon retroimbricatus;CR;Portaria MMA N. 148/2022
Diplusodon villosissimus;VU;Portaria MMA N. 148/2022
Lafoensia glyptocarpa;EN;Portaria MMA N. 148/2022
Lafoensia nummularifolia;VU;Portaria MMA N. 148/2022
Acmanthera cowanii;VU;Portaria MMA N. 148/2022
Acmanthera fernandesii;CR;Portaria MMA N. 148/2022
Acmanthera latifolia;VU;Portaria MMA N. 148/2022
Acmanthera longifolia;CR;Portaria MMA N. 148/2022
Acmanthera parviflora;EN;Portaria MMA N. 148/2022
Banisteriopsis andersonii;VU;Portaria MMA N. 148/2022
Banisteriopsis arborea;EN;Portaria MMA N. 148/2022
Banisteriopsis basifixa;VU;Portaria MMA N. 148/2022
Banisteriopsis cipoensis;EN;Portaria MMA N. 148/2022
Banisteriopsis hatschbachii;EN;Portaria MMA N. 148/2022
Banisteriopsis hirsuta;EN;Portaria MMA N. 148/2022
Banisteriopsis magdalenensis;CR;Portaria MMA N. 148/2022
Banisteriopsis pseudojanusia;CR;Portaria MMA N. 148/2022
Banisteriopsis sellowiana;VU;Portaria MMA N. 148/2022
Bunchosia itacarensis;CR;Portaria MMA N. 148/2022
Bunchosia pernambucana;EN;Portaria MMA N. 148/2022
Byrsonima alvimii;EN;Portaria MMA N. 148/2022
Byrsonima brachybotrya;VU;Portaria MMA N. 148/2022
Byrsonima cipoensis;EN;Portaria MMA N. 148/2022
Byrsonima fonsecae;EN;Portaria MMA N. 148/2022
Byrsonima frondosa;EN;Portaria MMA N. 148/2022
Byrsonima hirsuta;EN;Portaria MMA N. 148/2022
Byrsonima lanulosa;EN;Portaria MMA N. 148/2022
Byrsonima martiana;CR;Portaria MMA N. 148/2022
Byrsonima microphylla;EN;Portaria MMA N. 148/2022
Byrsonima minarum;EN;Portaria MMA N. 148/2022
Byrsonima onishiana;EN;Portaria MMA N. 148/2022
Byrsonima rodriguesii;EN;Portaria MMA N. 148/2022
Byrsonima souzae;EN;Portaria MMA N. 148/2022
Byrsonima spinensis;EN;Portaria MMA N. 148/2022
Byrsonima vernicosa;VU;Portaria MMA N. 148/2022
Camarea elongata;VU;Portaria MMA N. 148/2022
Camarea humifusa;EN;Portaria MMA N. 148/2022
Camarea linearifolia;CR;Portaria MMA N. 148/2022
Diplopterys sepium;EN;Portaria MMA N. 148/2022
Heladena multiflora;EN;Portaria MMA N. 148/2022
Heteropterys admirabilis;EN;Portaria MMA N. 148/2022
Heteropterys aliciae;CR;Portaria MMA N. 148/2022
Heteropterys bahiensis;CR;Portaria MMA N. 148/2022
Heteropterys brasiliensis;EN;Portaria MMA N. 148/2022
Heteropterys bullata;EN;Portaria MMA N. 148/2022
Heteropterys capixaba;EN;Portaria MMA N. 148/2022
Heteropterys conformis;CR;Portaria MMA N. 148/2022
Heteropterys crinigera;VU;Portaria MMA N. 148/2022
Heteropterys dusenii;VU;Portaria MMA N. 148/2022
Heteropterys fragilis;EN;Portaria MMA N. 148/2022
Heteropterys hatschbachii;CR;Portaria MMA N. 148/2022
Heteropterys marginata;EN;Portaria MMA N. 148/2022
Heteropterys megaptera;EN;Portaria MMA N. 148/2022
Heteropterys oberdanii;VU;Portaria MMA N. 148/2022
Heteropterys sanctorum;CR;Portaria MMA N. 148/2022
Heteropterys sincorensis;EN;Portaria MMA N. 148/2022
Heteropterys ternstroemiifolia;EN;Portaria MMA N. 148/2022
Heteropterys thyrsoidea;EN;Portaria MMA N. 148/2022
Hiraea bullata;VU;Portaria MMA N. 148/2022
Janusia diminuta;CR;Portaria MMA N. 148/2022
Janusia linearifolia;VU;Portaria MMA N. 148/2022
Janusia occhionii;EN;Portaria MMA N. 148/2022
Janusia schwannioides;EN;Portaria MMA N. 148/2022
Lophanthera pendula;EN;Portaria MMA N. 148/2022
Mezia araujoi;EN;Portaria MMA N. 148/2022
Peixotoa adenopoda;EN;Portaria MMA N. 148/2022
Peixotoa andersonii;CR;Portaria MMA N. 148/2022
Peixotoa bahiana;CR;Portaria MMA N. 148/2022
Peixotoa barnebyi;EN;Portaria MMA N. 148/2022
Peixotoa catarinensis;EN;Portaria MMA N. 148/2022
Peixotoa cipoana;EN;Portaria MMA N. 148/2022
Peixotoa psilophylla;VU;Portaria MMA N. 148/2022
Pterandra evansii;VU;Portaria MMA N. 148/2022
Stigmaphyllon affine;VU;Portaria MMA N. 148/2022
Stigmaphyllon bradei;CR;Portaria MMA N. 148/2022
Stigmaphyllon carautae;CR;Portaria MMA N. 148/2022
Stigmaphyllon crenatum;EN;Portaria MMA N. 148/2022
Stigmaphyllon glabrum;CR;Portaria MMA N. 148/2022
Stigmaphyllon harleyi;EN;Portaria MMA N. 148/2022
Stigmaphyllon macedoanum;CR;Portaria MMA N. 148/2022
Stigmaphyllon matogrossense;CR;Portaria MMA N. 148/2022
Stigmaphyllon vitifolium;CR;Portaria MMA N. 148/2022
Thryallis laburnum;VU;Portaria MMA N. 148/2022
